lat,lon
-7.26961,112.74155
-7.26917,112.7415
-7.26909,112.74149
-7.26899,112.74148
-7.26883,112.74146
-7.26873,112.74145
-7.26869,112.74144
-7.26861,112.74143
-7.26846,112.74141
-7.2684,112.7414
-7.26827,112.74139
-7.26786,112.74134
-7.26771,112.74131
-7.26751,112.74126
-7.26735,112.74123
-7.26729,112.74121
-7.26683,112.74111
-7.26681,112.74109
-7.26677,112.74108
-7.26673,112.74107
-7.26663,112.74106
-7.26585,112.74094
-7.26571,112.74094
-7.2656,112.74094
-7.26548,112.74095
-7.26532,112.74096
-7.26507,112.74099
-7.26477,112.74102
-7.26436,112.74106
-7.26406,112.74109
-7.26396,112.74108
-7.26384,112.74106
-7.26383,112.74106
-7.26357,112.741
-7.26344,112.74096
-7.26324,112.74089
-7.26317,112.74087
-7.26312,112.74086
-7.26306,112.74084
-7.26292,112.7408
-7.26285,112.74079
-7.2628,112.74078
-7.26275,112.74079
-7.26271,112.74076
-7.2626,112.7407
-7.2625,112.74064
-7.26237,112.74059
-7.26228,112.74055
-7.26191,112.74034
-7.26177,112.74025
-7.2617,112.74022
-7.2616,112.74015
-7.26144,112.74005
-7.2614,112.74003
-7.26136,112.73999
-7.26135,112.73996
-7.26128,112.73979
-7.26126,112.73973
-7.26116,112.73936
-7.26113,112.73928
-7.26103,112.73909
-7.26093,112.7388
-7.26077,112.73844
-7.2607,112.73827
-7.26051,112.73784
-7.26042,112.73761
-7.26037,112.73748
-7.26022,112.73715
-7.26017,112.73708
-7.25998,112.73667
-7.25996,112.73662
-7.25996,112.73661
-7.2599,112.73646
-7.25987,112.73638
-7.2598,112.73623
-7.25977,112.73617
-7.25963,112.73581
-7.25952,112.73554
-7.25942,112.73532
-7.25923,112.73492
-7.25912,112.73467
-7.25899,112.73438
-7.2588,112.73394
-7.25853,112.73336
-7.25843,112.73327
-7.25839,112.73324
-7.25836,112.73323
-7.25834,112.73322
-7.25827,112.73321
-7.25814,112.73328
-7.25777,112.73346
-7.25764,112.73353
-7.25739,112.73365
-7.25735,112.73367
-7.25707,112.73381
-7.25702,112.73384
-7.25687,112.73392
-7.25666,112.73402
-7.25661,112.73404
-7.25634,112.73415
-7.25609,112.73418
-7.25607,112.73419
-7.25606,112.73419
-7.25601,112.73418
-7.25599,112.73418
-7.25564,112.73419
-7.25546,112.73418
-7.25538,112.73417
-7.25525,112.73415
-7.25517,112.73415
-7.25509,112.73415
-7.25497,112.73415
-7.25493,112.73421
-7.25492,112.73423
-7.25489,112.73426
-7.25485,112.73428
-7.25466,112.73439
-7.25456,112.73443
-7.2544,112.73449
-7.25415,112.7346
-7.25401,112.73464
-7.25387,112.73469
-7.25375,112.73474
-7.25351,112.73481
-7.25339,112.73485
-7.25304,112.73496
-7.25264,112.73509
-7.25255,112.73512
-7.25239,112.73516
-7.25225,112.7352
-7.25162,112.73544
-7.25153,112.73548
-7.25146,112.73549
-7.25142,112.73551
-7.25135,112.73553
-7.25119,112.73558
-7.25094,112.73569
-7.25064,112.73581
-7.25053,112.73585
-7.25045,112.73588
-7.2502,112.73595
-7.24997,112.73603
-7.24991,112.73605
-7.24966,112.73611
-7.24949,112.73615
-7.24922,112.73623
-7.24901,112.73629
-7.2489,112.73632
-7.24881,112.73636
-7.2485,112.7364
-7.2484,112.73645
-7.24818,112.73653
-7.24803,112.73658
-7.24799,112.73659
-7.24787,112.73662
-7.24776,112.73666
-7.24769,112.73668
-7.2476,112.73671
-7.24758,112.73671
-7.24742,112.73677
-7.24705,112.73685
-7.24694,112.73688
-7.24688,112.73689
-7.24633,112.73703
-7.24621,112.73706
-7.24607,112.73708
-7.24597,112.7371
-7.24593,112.73711
-7.24549,112.73721
-7.24526,112.73722
-7.24497,112.7372
-7.24496,112.7372
-7.24488,112.73719
-7.2448,112.73718
-7.24475,112.73718
-7.24456,112.73714
-7.24449,112.73712
-7.24409,112.73702
-7.24382,112.73697
-7.24371,112.73694
-7.24367,112.73692
-7.24359,112.73675
-7.24356,112.73662
-7.24355,112.73652
-7.24356,112.73646
-7.24356,112.73638
-7.24361,112.73615
-7.24353,112.73599
-7.24352,112.73578
-7.2435,112.73559
-7.24344,112.73538
-7.2434,112.73531
-7.2434,112.73531
-7.24302,112.73463
-7.24288,112.7344
-7.24283,112.73432
-7.24198,112.73339
-7.2412,112.73251
-7.24107,112.73241
-7.24079,112.7322
-7.24058,112.73204
-7.24035,112.73189
-7.24026,112.73183
-7.24017,112.73177
-7.24013,112.73175
-7.24001,112.73168
-7.23988,112.7316
-7.23979,112.73155
-7.23971,112.73152
-7.23962,112.73149
-7.23944,112.73144
-7.23929,112.7314
-7.2384,112.7312
-7.23837,112.73119
-7.238,112.73111
-7.23758,112.73103
-7.23735,112.73098
-7.23682,112.73089
-7.23665,112.73086
-7.2362,112.7308
-7.23596,112.73079
-7.23554,112.73078
-7.23512,112.73077
-7.23487,112.73073
-7.23476,112.73071
-7.23459,112.73075
-7.23451,112.73078
-7.23437,112.73087
-7.23439,112.73093
-7.23441,112.73099
-7.23468,112.73217
-7.23457,112.73221
-7.23468,112.73217
-7.23492,112.73321
-7.23543,112.73463
-7.23555,112.73497
-7.2355,112.73501
-7.23548,112.73503
-7.23547,112.73504
-7.23545,112.73507
-7.23545,112.7351
-7.23544,112.73512
-7.23544,112.73515
-7.23545,112.73517
-7.23546,112.73518
-7.23549,112.73521
-7.23551,112.73523
-7.23554,112.73523
-7.23559,112.73524
-7.23566,112.73524
-7.23569,112.73531
-7.23581,112.73567
-7.23607,112.73631
-7.23623,112.73677
-7.23638,112.73726
-7.23646,112.73751
-7.23656,112.73784
-7.23666,112.73793
-7.23669,112.73795
-7.2367,112.73795
-7.23672,112.73795
-7.23685,112.73794
-7.23687,112.73794
-7.23754,112.73776
-7.23783,112.73767
-7.2382,112.73751
-7.23833,112.73746
-7.23848,112.73743
-7.23851,112.73742
-7.23862,112.73741
-7.23889,112.73741
-7.23913,112.73743
-7.23918,112.73743
-7.23925,112.73744
-7.23976,112.73752
-7.24028,112.73759
-7.24064,112.73763
-7.24095,112.73768
-7.24126,112.73774
-7.24195,112.73788
-7.24249,112.738
-7.24302,112.73811
-7.24318,112.73815
-7.24329,112.73817
-7.24383,112.73825
-7.24397,112.73825
-7.244,112.73825
-7.24426,112.73833
-7.24423,112.7385
-7.24426,112.73833
-7.24462,112.73839
-7.24469,112.7384
-7.24471,112.7384
-7.24482,112.73842
-7.24494,112.73845
-7.24504,112.73846
-7.24507,112.73847
-7.24511,112.73847
-7.2453,112.7385
-7.24569,112.73855
-7.24579,112.73856
-7.24585,112.73857
-7.24606,112.7386
-7.24639,112.73865
-7.24645,112.73866
-7.24702,112.73861
-7.24714,112.73861
-7.2472,112.7386
-7.24734,112.73859
-7.24754,112.73855
-7.24805,112.7384
-7.2481,112.73838
-7.24826,112.73833
-7.24827,112.73833
-7.24846,112.73825
-7.24861,112.73819
-7.2487,112.73815
-7.24882,112.73808
-7.24894,112.738
-7.24907,112.73793
-7.24926,112.73781
-7.24944,112.7377
-7.24946,112.73769
-7.24978,112.73751
-7.24994,112.73742
-7.25006,112.73734
-7.25021,112.73725
-7.2505,112.73703
-7.25061,112.73696
-7.25085,112.73686
-7.25107,112.73678
-7.25131,112.73675
-7.25142,112.73674
-7.25152,112.73673
-7.25162,112.73673
-7.25175,112.73674
-7.25179,112.73674
-7.25182,112.73675
-7.25195,112.73675
-7.2525,112.73679
-7.25273,112.73679
-7.25318,112.73678
-7.25395,112.73677
-7.25418,112.73677
-7.25454,112.73678
-7.2546,112.73679
-7.25485,112.73681
-7.25486,112.73681
-7.25499,112.73683
-7.25506,112.73684
-7.25522,112.73687
-7.25532,112.73688
-7.25548,112.73691
-7.2557,112.73696
-7.25579,112.73698
-7.2562,112.73719
-7.25649,112.73733
-7.25699,112.73759
-7.25714,112.73766
-7.25724,112.73772
-7.25776,112.73799
-7.25783,112.73802
-7.25809,112.73817
-7.25868,112.73849
-7.25879,112.73855
-7.25915,112.73875
-7.25935,112.73887
-7.25942,112.73891
-7.25961,112.73902
-7.25965,112.73904
-7.25971,112.73908
-7.25974,112.73911
-7.2598,112.73914
-7.25989,112.73919
-7.26012,112.73933
-7.26017,112.73936
-7.26019,112.73938
-7.26039,112.73951
-7.26054,112.73961
-7.2606,112.73964
-7.26074,112.73972
-7.26087,112.7398
-7.26099,112.73989
-7.26138,112.74013
-7.26196,112.74045
-7.26201,112.74048
-7.26206,112.74051
-7.26212,112.74055
-7.26226,112.74064
-7.26232,112.74069
-7.26239,112.74074
-7.26249,112.74083
-7.26276,112.7412
-7.26289,112.74147
-7.26298,112.74167
-7.26302,112.7418
-7.26304,112.74187
-7.26304,112.74187
-7.26306,112.7419
-7.26316,112.74221
-7.26324,112.7424
-7.26329,112.74254
-7.2634,112.74282
-7.26357,112.74329
-7.26361,112.74338
-7.26368,112.74356
-7.26389,112.74409
-7.26404,112.74447
-7.26406,112.74452
-7.2641,112.74465
-7.26414,112.74477
-7.26417,112.74486
-7.26426,112.74509
-7.26442,112.74542
-7.26446,112.74546
-7.26451,112.74549
-7.26456,112.74552
-7.26459,112.74554
-7.26465,112.74556
-7.26526,112.74535
-7.26539,112.74531
-7.26544,112.74532
-7.26546,112.74532
-7.26548,112.74532
-7.26555,112.7453
-7.26587,112.74517
-7.26614,112.74507
-7.26625,112.74502
-7.2665,112.74492
-7.2667,112.74484
-7.26683,112.7448
-7.26717,112.74468
-7.26728,112.74464
-7.26735,112.74461
-7.26756,112.74458
-7.26761,112.74458
-7.26774,112.74458
-7.26779,112.74458
-7.26786,112.74457
-7.26809,112.74437
-7.26809,112.74436
-7.26814,112.74432
-7.26826,112.74427
-7.2683,112.74425
-7.26842,112.7442
-7.26861,112.74412
-7.26875,112.74407
-7.26884,112.74405
-7.26951,112.74384
-7.26962,112.74379
-7.26976,112.74374
-7.26989,112.74368
-7.26997,112.74364
-7.27006,112.74359
-7.27016,112.74352
-7.27056,112.74337
-7.27093,112.74321
-7.27138,112.74303
-7.27179,112.74289
-7.27182,112.74288
-7.27191,112.74285
-7.272,112.74282
-7.27207,112.74279
-7.27223,112.74273
-7.27275,112.74253
-7.27304,112.74242
-7.27317,112.74237
-7.27333,112.74233
-7.27383,112.74214
-7.27401,112.74209
-7.27443,112.74196
-7.27464,112.74189
-7.27475,112.74186
-7.27498,112.7418
-7.2752,112.74176
-7.27544,112.74172
-7.2757,112.74167
-7.276,112.74161
-7.27601,112.74161
-7.27617,112.74158
-7.27643,112.74153
-7.27645,112.74153
-7.27672,112.74148
-7.27697,112.74144
-7.27699,112.74143
-7.27733,112.74138
-7.27741,112.74136
-7.27814,112.74121
-7.27833,112.74118
-7.27969,112.74091
-7.28044,112.74079
-7.28119,112.74065
-7.28135,112.74062
-7.28145,112.74061
-7.28238,112.74047
-7.28267,112.74043
-7.28361,112.74023
-7.28402,112.74015
-7.28405,112.74014
-7.28423,112.7401
-7.2843,112.74009
-7.28464,112.74003
-7.2847,112.74002
-7.28565,112.73983
-7.28625,112.73971
-7.28708,112.73955
-7.28718,112.73953
-7.28725,112.73951
-7.28736,112.7395
-7.28796,112.7394
-7.28876,112.73924
-7.28919,112.73917
-7.28983,112.73906
-7.28996,112.73905
-7.29018,112.73902
-7.29048,112.73901
-7.29068,112.73902
-7.29084,112.73903
-7.29117,112.73903
-7.29125,112.73904
-7.29131,112.73905
-7.29148,112.73906
-7.29189,112.73909
-7.29243,112.73913
-7.29296,112.73915
-7.29307,112.73916
-7.29457,112.73928
-7.29484,112.73929
-7.29535,112.73932
-7.29547,112.73933
-7.29555,112.73935
-7.2956,112.73935
-7.29625,112.73939
-7.29631,112.7394
-7.29653,112.73942
-7.29658,112.73943
-7.29673,112.73944
-7.29682,112.73945
-7.29689,112.73944
-7.29714,112.73938
-7.29744,112.73925
-7.29756,112.73918
-7.29771,112.73908
-7.29779,112.73903
-7.29785,112.73896
-7.29793,112.73887
-7.29802,112.73875
-7.29807,112.73867
-7.29814,112.73854
-7.29821,112.7384
-7.29827,112.73824
-7.2983,112.73817
-7.29834,112.7381
-7.29837,112.73805
-7.29839,112.73803
-7.29841,112.73801
-7.29847,112.73795
-7.29851,112.73792
-7.29856,112.73789
-7.29887,112.73777
-7.2989,112.73776
-7.29913,112.73766
-7.29915,112.73766
-7.29925,112.73762
-7.29942,112.73757
-7.29951,112.73754
-7.2999,112.73747
-7.30013,112.73742
-7.30053,112.73734
-7.30068,112.73732
-7.30086,112.73727
-7.3011,112.73722
-7.30141,112.73716
-7.30155,112.73713
-7.30248,112.73694
-7.3028,112.7369
-7.30287,112.7369
-7.30294,112.73689
-7.30304,112.73686
-7.30311,112.73688
-7.30313,112.73688
-7.30318,112.73688
-7.30323,112.73687
-7.30329,112.73686
-7.30354,112.73681
-7.30373,112.73676
-7.30416,112.73666
-7.30439,112.73662
-7.30455,112.73657
-7.30484,112.7365
-7.30501,112.73647
-7.30508,112.73645
-7.30516,112.73643
-7.30519,112.73642
-7.3053,112.73639
-7.30547,112.73635
-7.30563,112.73631
-7.3059,112.73624
-7.30629,112.73615
-7.3066,112.73609
-7.307,112.736
-7.30716,112.73597
-7.30717,112.73604
-7.30722,112.73622
-7.30737,112.7362
-7.30756,112.73616
-7.30819,112.73602
-7.30861,112.73592
-7.30885,112.73587
-7.31078,112.73547
-7.31137,112.73532
-7.31203,112.73518
-7.31315,112.73493
-7.31338,112.73489
-7.31338,112.73489
-7.31359,112.73485
-7.31401,112.73477
-7.31443,112.73469
-7.31519,112.73453
-7.3159,112.73437
-7.31632,112.73429
-7.31643,112.73427
-7.31644,112.73427
-7.31697,112.73416
-7.31746,112.73407
-7.31772,112.73402
-7.31779,112.734
-7.31933,112.73366
-7.3216,112.73319
-7.32169,112.73317
-7.32193,112.73311
-7.32218,112.73306
-7.32322,112.73284
-7.32407,112.73266
-7.32517,112.73239
-7.32693,112.73201
-7.32725,112.73195
-7.3273,112.73194
-7.32743,112.73191
-7.3275,112.73189
-7.32766,112.73186
-7.32791,112.73181
-7.32815,112.73176
-7.32852,112.73168
-7.32953,112.73145
-7.33012,112.73132
-7.33085,112.73116
-7.33116,112.73109
-7.33145,112.73103
-7.33142,112.73088
-7.3314,112.73082
-7.33167,112.73074
-7.33213,112.73063
-7.33318,112.7304
-7.33347,112.73034
-7.3341,112.73017
-7.33411,112.73017
-7.33572,112.72977
-7.33621,112.72964
-7.33626,112.72963
-7.33638,112.7296
-7.33675,112.7295
-7.33692,112.72947
-7.33709,112.72944
-7.33726,112.72942
-7.33815,112.72938
-7.33892,112.72937
-7.33974,112.72939
-7.33997,112.72939
-7.34083,112.72938
-7.34231,112.72938
-7.34316,112.72938
-7.34338,112.72937
-7.34468,112.72933
-7.34482,112.72933
-7.34515,112.72933
-7.34545,112.72933
-7.34555,112.72932
-7.34578,112.72931
-7.34598,112.7293
-7.34607,112.72929
-7.34621,112.72926
-7.34758,112.72926
-7.34776,112.72918
-7.34788,112.72911
-7.34797,112.72906
-7.34801,112.72901
-7.34803,112.72897
-7.34804,112.72892
-7.34807,112.72877
-7.34808,112.72865
-7.34806,112.72846
-7.348,112.72826
-7.34793,112.72814
-7.34788,112.72806
-7.34755,112.72772
-7.34729,112.72736
-7.34716,112.72712
-7.34711,112.727
-7.34708,112.72692
-7.34704,112.7268
-7.34704,112.72678
-7.34703,112.72672
-7.34702,112.72668
-7.34702,112.72665
-7.34701,112.72657
-7.34701,112.72654
-7.347,112.72625
-7.347,112.72588
-7.34698,112.72546
-7.34694,112.72498
-7.34691,112.72448
-7.34688,112.72422
-7.34678,112.72363
-7.34672,112.72319
-7.34667,112.72303
-7.34656,112.72275
-7.34648,112.72242
-7.34646,112.72234
-7.3464,112.72198
-7.3464,112.72181
-7.34638,112.72155
-7.34639,112.72138
-7.34642,112.72123
-7.3466,112.72073
-7.34664,112.72061
-7.34667,112.72051
-7.34676,112.72025
-7.3468,112.71997
-7.34679,112.71946
-7.34678,112.71878
-7.34678,112.71822
-7.34677,112.71791
-7.34679,112.71771
-7.34682,112.71756
-7.34684,112.71752
-7.34687,112.71744
-7.34709,112.71713
-7.34722,112.71695
-7.34748,112.71661
-7.3477,112.71632
-7.3477,112.71631
-7.34771,112.7163
-7.34774,112.71625
-7.34778,112.71619
-7.34786,112.71606
-7.34838,112.71535
-7.34905,112.71442
-7.34933,112.7141
-7.34939,112.71404
-7.34966,112.71365
-7.34978,112.71349
-7.34993,112.71326
-7.35028,112.7128
-7.35054,112.71245
-7.35063,112.71227
-7.3508,112.71199
-7.35093,112.71191
-7.35096,112.7119
-7.35099,112.7119
-7.35103,112.7119
-7.35117,112.71193
-7.35122,112.71216
-7.35129,112.71253
-7.3513,112.71264
-7.35132,112.71288
-7.35137,112.7132
-7.35141,112.71354
-7.35148,112.71408
-7.3515,112.71421
-7.35151,112.71433
-7.35158,112.71474
-7.35161,112.71486
-7.35165,112.71499
-7.35168,112.71512
-7.35178,112.71537
-7.35186,112.71561
-7.35204,112.71605
-7.35214,112.71633
-7.35218,112.71645
-7.3523,112.71679
-7.35232,112.71685
-7.35236,112.71698
-7.35236,112.71699
-7.35239,112.71714
-7.35239,112.71716
-7.35242,112.71743
-7.35244,112.71781
-7.35245,112.718
-7.35246,112.7181
-7.35247,112.7183
-7.35248,112.71838
-7.35252,112.71867
-7.35256,112.71883
-7.35263,112.71907
-7.35274,112.71945
-7.35307,112.72055
-7.35324,112.72116
-7.35333,112.72144
-7.35341,112.72174
-7.35345,112.72186
-7.35353,112.72213
-7.35357,112.72224
-7.35352,112.72235
-7.35343,112.7225
-7.35334,112.72252
-7.353,112.72262
-7.35273,112.72268
-7.35272,112.72268
-7.35266,112.72272
-7.35254,112.72277
-7.35239,112.72281
-7.35213,112.72288
-7.35204,112.72291
-7.35199,112.72293
-7.35196,112.72295
-7.35193,112.72298
-7.35189,112.72305
-7.35186,112.72312
-7.35183,112.72322
-7.35192,112.7234
-7.35198,112.72358
-7.35208,112.72395
-7.35209,112.72398
-7.35213,112.72433
-7.35214,112.72446
-7.35213,112.72462
-7.35211,112.72472
-7.3521,112.72478
-7.35209,112.72481
