"Bus","No","Time (abs)","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","25,122","00:01:05.139","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,123","00:01:05.140","  E   ","18FEF100","8","F3 94 11 0F FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,124","00:01:05.140","  E   ","18FF20EF","8","F1 97 78 1B 97 EF FF 4B","..x....K"
"USB-to-CAN V2 compact  CAN-1","25,125","00:01:05.145","  E   "," 8FE6E0B","8","B8 11 90 11 D0 11 E6 11","........"
"USB-to-CAN V2 compact  CAN-1","25,126","00:01:05.145","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,127","00:01:05.146","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,128","00:01:05.155","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,129","00:01:05.155","  E   ","18FEBF0B","8","CF 11 7E 7C 7E 7E FF FF","..~|~~.."
"USB-to-CAN V2 compact  CAN-1","25,130","00:01:05.164","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,131","00:01:05.165","  E   "," 8FE6E0B","8","DA 11 B2 11 DA 11 E6 11","........"
"USB-to-CAN V2 compact  CAN-1","25,132","00:01:05.176","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,133","00:01:05.185","  E   "," 8FE6E0B","8","DA 11 D0 11 00 12 EE 11","........"
"USB-to-CAN V2 compact  CAN-1","25,134","00:01:05.185","  E   "," CF00300","8","FC 76 FF FF FF FF FF FF",".v......"
"USB-to-CAN V2 compact  CAN-1","25,135","00:01:05.186","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,136","00:01:05.186","  E   ","18FF20EF","8","F1 97 9C 1B 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,137","00:01:05.195","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,138","00:01:05.195","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,139","00:01:05.196","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,140","00:01:05.197","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 53","..}....S"
"USB-to-CAN V2 compact  CAN-1","25,141","00:01:05.203","  E   "," C00000B","8","30 FF FF FA FF FF FF 63","0......c"
"USB-to-CAN V2 compact  CAN-1","25,142","00:01:05.204","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,143","00:01:05.205","  E   "," 8FE6E0B","8","BC 11 C4 11 18 12 F6 11","........"
"USB-to-CAN V2 compact  CAN-1","25,144","00:01:05.206","  E   ","18FEBF0B","8","C0 11 7D 7D 82 80 FF FF","..}}...."
"USB-to-CAN V2 compact  CAN-1","25,145","00:01:05.207","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,146","00:01:05.209","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,147","00:01:05.211","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,148","00:01:05.215","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,149","00:01:05.219","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,150","00:01:05.225","  E   "," 8FE6E0B","8","E4 11 F8 11 08 12 FA 11","........"
"USB-to-CAN V2 compact  CAN-1","25,151","00:01:05.225","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,152","00:01:05.235","  E   "," CF00400","8","FF AC 97 70 37 FF FF FF","...p7..."
"USB-to-CAN V2 compact  CAN-1","25,153","00:01:05.236","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,154","00:01:05.236","  E   "," CF00300","8","FC 76 FF FF FF FF FF FF",".v......"
"USB-to-CAN V2 compact  CAN-1","25,155","00:01:05.237","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,156","00:01:05.237","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","25,157","00:01:05.238","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,158","00:01:05.239","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","25,159","00:01:05.239","  E   ","18FEDF00","8","7D FF FF FF FF FF FF FF","}......."
"USB-to-CAN V2 compact  CAN-1","25,160","00:01:05.240","  E   ","18FEDFEF","8","7D FF FF FF 7D FF FF FF","}...}..."
"USB-to-CAN V2 compact  CAN-1","25,161","00:01:05.240","  E   ","18FEF100","8","F3 BD 11 0F FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,162","00:01:05.241","  E   ","18FF20EF","8","F1 97 BC 1B 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,163","00:01:05.244","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,164","00:01:05.245","  E   "," 8FE6E0B","8","D0 11 DC 11 08 12 10 12","........"
"USB-to-CAN V2 compact  CAN-1","25,165","00:01:05.245","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,166","00:01:05.255","  E   ","18FEBF0B","8","FE 11 7D 7D 80 7D FF FF","..}}.}.."
"USB-to-CAN V2 compact  CAN-1","25,167","00:01:05.256","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,168","00:01:05.265","  E   "," 8FE6E0B","8","04 12 FE 11 30 12 18 12","....0..."
"USB-to-CAN V2 compact  CAN-1","25,169","00:01:05.265","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,170","00:01:05.275","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,171","00:01:05.285","  E   "," CF00300","8","FC 76 FF FF FF FF FF FF",".v......"
"USB-to-CAN V2 compact  CAN-1","25,172","00:01:05.285","  E   "," 8FE6E0B","8","0A 12 04 12 40 12 20 12","....@. ."
"USB-to-CAN V2 compact  CAN-1","25,173","00:01:05.286","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,174","00:01:05.286","  E   ","18FF20EF","8","F1 97 E4 1B 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,175","00:01:05.295","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,176","00:01:05.295","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,177","00:01:05.296","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,178","00:01:05.297","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 74","..}....t"
"USB-to-CAN V2 compact  CAN-1","25,179","00:01:05.303","  E   "," C00000B","8","30 FF FF FA FF FF FF 14","0......."
"USB-to-CAN V2 compact  CAN-1","25,180","00:01:05.304","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,181","00:01:05.305","  E   "," 8FE6E0B","8","00 12 1C 12 2C 12 1E 12","....,..."
"USB-to-CAN V2 compact  CAN-1","25,182","00:01:05.305","  E   ","18FEBF0B","8","0E 12 7D 7D 7E 7E FF FF","..}}~~.."
"USB-to-CAN V2 compact  CAN-1","25,183","00:01:05.307","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,184","00:01:05.309","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,185","00:01:05.311","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,186","00:01:05.315","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,187","00:01:05.319","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,188","00:01:05.325","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,189","00:01:05.325","  E   "," 8FE6E0B","8","24 12 34 12 32 12 3A 12","$.4.2.:."
"USB-to-CAN V2 compact  CAN-1","25,190","00:01:05.335","  E   "," CF00400","8","FF AD 97 08 38 FF FF FF","....8..."
"USB-to-CAN V2 compact  CAN-1","25,191","00:01:05.335","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,192","00:01:05.336","  E   "," CF00300","8","FC 78 FF FF FF FF FF FF",".x......"
"USB-to-CAN V2 compact  CAN-1","25,193","00:01:05.337","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,194","00:01:05.337","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","25,195","00:01:05.338","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,196","00:01:05.338","  E   ","18FEF100","8","F3 EE 11 0F FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,197","00:01:05.339","  E   ","18FF20EF","8","F1 97 04 1C 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,198","00:01:05.345","  E   "," 8FE6E0B","8","0C 12 24 12 56 12 3C 12","..$.V.<."
"USB-to-CAN V2 compact  CAN-1","25,199","00:01:05.345","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,200","00:01:05.346","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,201","00:01:05.355","  E   ","18FEBF0B","8","23 12 7D 7D 7E 7F FF FF","#.}}~.."
"USB-to-CAN V2 compact  CAN-1","25,202","00:01:05.355","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,203","00:01:05.365","  E   "," 8FE6E0B","8","48 12 4E 12 54 12 40 12","H.N.T.@."
"USB-to-CAN V2 compact  CAN-1","25,204","00:01:05.365","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,205","00:01:05.374","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,206","00:01:05.385","  E   "," 8FE6E0B","8","2C 12 30 12 48 12 54 12",",.0.H.T."
"USB-to-CAN V2 compact  CAN-1","25,207","00:01:05.386","  E   "," CF00300","8","FC 77 FF FF FF FF FF FF",".w......"
"USB-to-CAN V2 compact  CAN-1","25,208","00:01:05.386","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,209","00:01:05.387","  E   ","18FF20EF","8","F1 97 2C 1C 97 EF FF 4B","..,....K"
"USB-to-CAN V2 compact  CAN-1","25,210","00:01:05.395","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,211","00:01:05.396","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,212","00:01:05.396","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,213","00:01:05.397","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 05","..}....."
"USB-to-CAN V2 compact  CAN-1","25,214","00:01:05.403","  E   "," C00000B","8","30 FF FF FA FF FF FF 25","0......%"
"USB-to-CAN V2 compact  CAN-1","25,215","00:01:05.405","  E   "," 8FE6E0B","8","5C 12 6A 12 6E 12 5E 12","\.j.n.^."
"USB-to-CAN V2 compact  CAN-1","25,216","00:01:05.405","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,217","00:01:05.406","  E   ","18FEBF0B","8","63 12 7D 7D 7D 7D FF FF","c.}}}}.."
"USB-to-CAN V2 compact  CAN-1","25,218","00:01:05.407","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,219","00:01:05.409","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,220","00:01:05.411","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,221","00:01:05.415","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,222","00:01:05.419","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,223","00:01:05.425","  E   "," 8FE6E0B","8","36 12 56 12 78 12 62 12","6.V.x.b."
"USB-to-CAN V2 compact  CAN-1","25,224","00:01:05.425","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,225","00:01:05.435","  E   "," CF00400","8","FF AC 97 A8 38 FF FF FF","....8..."
"USB-to-CAN V2 compact  CAN-1","25,226","00:01:05.436","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,227","00:01:05.437","  E   "," CF00300","8","FC 77 FF FF FF FF FF FF",".w......"
"USB-to-CAN V2 compact  CAN-1","25,228","00:01:05.437","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,229","00:01:05.438","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","25,230","00:01:05.438","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,231","00:01:05.439","  E   ","18FEF100","8","F3 21 12 0F FF FF FF FF",".!......"
"USB-to-CAN V2 compact  CAN-1","25,232","00:01:05.439","  E   ","18FF20EF","8","F1 97 54 1C 97 EF FF 4B","..T....K"
"USB-to-CAN V2 compact  CAN-1","25,233","00:01:05.444","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,234","00:01:05.445","  E   "," 8FE6E0B","8","64 12 74 12 60 12 72 12","d.t.`.r."
"USB-to-CAN V2 compact  CAN-1","25,235","00:01:05.445","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,236","00:01:05.455","  E   ","18FEBF0B","8","6C 12 7C 7E 7E 7D FF FF","l.|~~}.."
"USB-to-CAN V2 compact  CAN-1","25,237","00:01:05.455","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,238","00:01:05.465","  E   "," 8FE6E0B","8","4C 12 5C 12 84 12 78 12","L.\...x."
"USB-to-CAN V2 compact  CAN-1","25,239","00:01:05.465","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,240","00:01:05.475","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,241","00:01:05.484","  E   "," CF00300","8","FC 77 FF FF FF FF FF FF",".w......"
"USB-to-CAN V2 compact  CAN-1","25,242","00:01:05.485","  E   "," 8FE6E0B","8","84 12 80 12 90 12 74 12","......t."
"USB-to-CAN V2 compact  CAN-1","25,243","00:01:05.485","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,244","00:01:05.486","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","25,245","00:01:05.487","  E   ","18FEDF00","8","7D FF FF FF FF FF FF FF","}......."
"USB-to-CAN V2 compact  CAN-1","25,246","00:01:05.487","  E   ","18FEDFEF","8","7D FF FF FF 7D FF FF FF","}...}..."
"USB-to-CAN V2 compact  CAN-1","25,247","00:01:05.488","  E   ","18FF20EF","8","F1 97 7C 1C 97 EF FF 4B","..|....K"
"USB-to-CAN V2 compact  CAN-1","25,248","00:01:05.495","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,249","00:01:05.496","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,250","00:01:05.497","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,251","00:01:05.497","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 16","..}....."
"USB-to-CAN V2 compact  CAN-1","25,252","00:01:05.503","  E   "," C00000B","8","30 FF FF FA FF FF FF 36","0......6"
"USB-to-CAN V2 compact  CAN-1","25,253","00:01:05.505","  E   "," 8FE6E0B","8","5C 12 66 12 76 12 94 12","\.f.v..."
"USB-to-CAN V2 compact  CAN-1","25,254","00:01:05.505","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,255","00:01:05.506","  E   ","18FEBF0B","8","61 12 7D 7D 7E 80 FF FF","a.}}~..."
"USB-to-CAN V2 compact  CAN-1","25,256","00:01:05.507","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,257","00:01:05.509","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,258","00:01:05.511","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,259","00:01:05.514","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,260","00:01:05.519","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,261","00:01:05.525","  E   "," 8FE6E0B","8","8A 12 A2 12 96 12 9A 12","........"
"USB-to-CAN V2 compact  CAN-1","25,262","00:01:05.526","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,263","00:01:05.534","  E   "," CF00400","8","FF AC 97 40 39 FF FF FF","...@9..."
"USB-to-CAN V2 compact  CAN-1","25,264","00:01:05.535","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,265","00:01:05.535","  E   "," CF00300","8","FC 77 FF FF FF FF FF FF",".w......"
"USB-to-CAN V2 compact  CAN-1","25,266","00:01:05.536","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,267","00:01:05.537","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","25,268","00:01:05.537","  E   "," CFEC1EE","8","AB 84 4B 00 7B 11 08 00","..K.{..."
"USB-to-CAN V2 compact  CAN-1","25,269","00:01:05.538","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,270","00:01:05.538","  E   ","18FEF100","8","F3 51 12 0F FF FF FF FF",".Q......"
"USB-to-CAN V2 compact  CAN-1","25,271","00:01:05.539","  E   ","18FF20EF","8","F1 97 A0 1C 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,272","00:01:05.545","  E   "," 8FE6E0B","8","56 12 7E 12 B0 12 98 12","V.~....."
"USB-to-CAN V2 compact  CAN-1","25,273","00:01:05.545","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,274","00:01:05.546","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,275","00:01:05.555","  E   ","18FEBF0B","8","65 12 7D 7D 81 81 FF FF","e.}}...."
"USB-to-CAN V2 compact  CAN-1","25,276","00:01:05.555","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,277","00:01:05.564","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,278","00:01:05.565","  E   "," 8FE6E0B","8","A2 12 88 12 90 12 B2 12","........"
"USB-to-CAN V2 compact  CAN-1","25,279","00:01:05.575","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,280","00:01:05.585","  E   "," 8FE6E0B","8","80 12 80 12 AE 12 AE 12","........"
"USB-to-CAN V2 compact  CAN-1","25,281","00:01:05.585","  E   "," CF00300","8","FC 77 FF FF FF FF FF FF",".w......"
"USB-to-CAN V2 compact  CAN-1","25,282","00:01:05.586","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,283","00:01:05.586","  E   ","18FF20EF","8","F1 97 C8 1C 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,284","00:01:05.595","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,285","00:01:05.595","  E   ","18ECFF00","8","20 1C 00 04 FF E3 FE 00"," ......."
"USB-to-CAN V2 compact  CAN-1","25,286","00:01:05.596","  E   ","18ECFF10","8","20 13 00 03 FF E1 FE 00"," ......."
"USB-to-CAN V2 compact  CAN-1","25,287","00:01:05.596","  E   ","18ECFFEF","8","20 23 00 05 FF E3 FE 00"," #......"
"USB-to-CAN V2 compact  CAN-1","25,288","00:01:05.597","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 27","..}....'"
"USB-to-CAN V2 compact  CAN-1","25,289","00:01:05.598","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,290","00:01:05.598","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,291","00:01:05.603","  E   "," C00000B","8","30 FF FF FA FF FF FF 47","0......G"
"USB-to-CAN V2 compact  CAN-1","25,292","00:01:05.605","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,293","00:01:05.605","  E   "," 8FE6E0B","8","AE 12 78 12 C2 12 B0 12","..x....."
"USB-to-CAN V2 compact  CAN-1","25,294","00:01:05.606","  E   ","18FEBF0B","8","93 12 7E 7C 80 7E FF FF","..~|.~.."
"USB-to-CAN V2 compact  CAN-1","25,295","00:01:05.607","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,296","00:01:05.609","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,297","00:01:05.611","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,298","00:01:05.615","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,299","00:01:05.619","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,300","00:01:05.625","  E   "," 8FE6E0B","8","AA 12 8A 12 AC 12 CC 12","........"
"USB-to-CAN V2 compact  CAN-1","25,301","00:01:05.625","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,302","00:01:05.635","  E   "," CF00400","8","FF AD 97 C0 39 FF FF FF","....9..."
"USB-to-CAN V2 compact  CAN-1","25,303","00:01:05.636","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,304","00:01:05.636","  E   "," CF00300","8","FC 79 FF FF FF FF FF FF",".y......"
"USB-to-CAN V2 compact  CAN-1","25,305","00:01:05.637","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","25,306","00:01:05.637","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","25,307","00:01:05.638","  E   "," CFEC1EE","8","AB 84 4B 00 7B 11 08 00","..K.{..."
"USB-to-CAN V2 compact  CAN-1","25,308","00:01:05.638","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,309","00:01:05.639","  E   ","18FEF100","8","F3 7A 12 0F FF FF FF FF",".z......"
"USB-to-CAN V2 compact  CAN-1","25,310","00:01:05.639","  E   ","18FF20EF","8","F1 97 E8 1C 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,311","00:01:05.644","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","25,312","00:01:05.645","  E   "," 8FE6E0B","8","A2 12 90 12 D4 12 C2 12","........"
"USB-to-CAN V2 compact  CAN-1","25,313","00:01:05.646","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,314","00:01:05.655","  E   ","18FEBF0B","8","B9 12 7D 7D 7D 7E FF FF","..}}}~.."
"USB-to-CAN V2 compact  CAN-1","25,315","00:01:05.655","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,316","00:01:05.665","  E   "," 8FE6E0B","8","C2 12 A8 12 C4 12 D6 12","........"
"USB-to-CAN V2 compact  CAN-1","25,317","00:01:05.665","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,318","00:01:05.675","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,319","00:01:05.684","  E   "," CF00300","8","FC 79 FF FF FF FF FF FF",".y......"
"USB-to-CAN V2 compact  CAN-1","25,320","00:01:05.685","  E   "," 8FE6E0B","8","AC 12 92 12 DA 12 EA 12","........"
"USB-to-CAN V2 compact  CAN-1","25,321","00:01:05.685","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","25,322","00:01:05.686","  E   ","18FF20EF","8","F1 97 08 1D 97 EF FF 4B",".......K"
"USB-to-CAN V2 compact  CAN-1","25,323","00:01:05.695","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
