"Bus","No","Time (abs)","State","ID (hex)","DLC","Data (hex)","ASCII"
"USB-to-CAN V2 compact  CAN-1","18,878","00:00:49.554","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,879","00:00:49.555","  E   ","18FEBF0B","8","4F 12 7D 7D 7D 7D FF FF","O.}}}}.."
"USB-to-CAN V2 compact  CAN-1","18,880","00:00:49.565","  E   "," 8FE6E0B","8","56 12 54 12 2C 12 38 12","V.T.,.8."
"USB-to-CAN V2 compact  CAN-1","18,881","00:00:49.565","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,882","00:00:49.575","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,883","00:00:49.584","  E   "," CF00300","8","FC 03 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,884","00:00:49.585","  E   "," 8FE6E0B","8","2C 12 5C 12 44 12 2E 12",",.\.D..."
"USB-to-CAN V2 compact  CAN-1","18,885","00:00:49.586","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,886","00:00:49.586","  E   ","18FF20EF","8","F1 7D BC 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,887","00:00:49.594","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,888","00:00:49.595","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,889","00:00:49.595","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,890","00:00:49.596","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 31","..}....1"
"USB-to-CAN V2 compact  CAN-1","18,891","00:00:49.603","  E   "," C00000B","8","30 FF FF FA FF FF FF 47","0......G"
"USB-to-CAN V2 compact  CAN-1","18,892","00:00:49.604","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,893","00:00:49.605","  E   "," 8FE6E0B","8","5E 12 5A 12 3E 12 28 12","^.Z.>.(."
"USB-to-CAN V2 compact  CAN-1","18,894","00:00:49.605","  E   ","18FEBF0B","8","5C 12 7D 7D 7C 7A FF FF","\.}}|z.."
"USB-to-CAN V2 compact  CAN-1","18,895","00:00:49.607","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,896","00:00:49.609","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,897","00:00:49.611","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,898","00:00:49.614","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,899","00:00:49.619","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,900","00:00:49.624","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,901","00:00:49.625","  E   "," 8FE6E0B","8","40 12 68 12 1A 12 1A 12","@.h....."
"USB-to-CAN V2 compact  CAN-1","18,902","00:00:49.626","  E   "," CFEC1EE","8","A0 84 4B 00 70 11 08 00","..K.p..."
"USB-to-CAN V2 compact  CAN-1","18,903","00:00:49.634","  E   "," CF00400","8","FF 7D 7D 78 39 FF FF FF",".}}x9..."
"USB-to-CAN V2 compact  CAN-1","18,904","00:00:49.635","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,905","00:00:49.635","  E   "," CF00300","8","FC 02 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,906","00:00:49.636","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,907","00:00:49.636","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","18,908","00:00:49.637","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,909","00:00:49.638","  E   ","18FEF100","8","F3 63 12 0F FF FF FF FF",".c......"
"USB-to-CAN V2 compact  CAN-1","18,910","00:00:49.638","  E   ","18FF20EF","8","FE 7D BC 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,911","00:00:49.645","  E   "," 8FE6E0B","8","56 12 58 12 08 12 0E 12","V.X....."
"USB-to-CAN V2 compact  CAN-1","18,912","00:00:49.645","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,913","00:00:49.646","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,914","00:00:49.654","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,915","00:00:49.655","  E   ","18FEBF0B","8","54 12 7C 7E 7A 7A FF FF","T.|~zz.."
"USB-to-CAN V2 compact  CAN-1","18,916","00:00:49.664","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,917","00:00:49.665","  E   "," 8FE6E0B","8","36 12 5E 12 28 12 10 12","6.^.(..."
"USB-to-CAN V2 compact  CAN-1","18,918","00:00:49.675","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,919","00:00:49.685","  E   "," 8FE6E0B","8","60 12 4A 12 50 12 3A 12","`.J.P.:."
"USB-to-CAN V2 compact  CAN-1","18,920","00:00:49.685","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,921","00:00:49.686","  E   "," CF00300","8","FC 02 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,922","00:00:49.686","  E   ","18FF20EF","8","FE 7D B0 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,923","00:00:49.695","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,924","00:00:49.695","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,925","00:00:49.696","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,926","00:00:49.696","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 42","..}....B"
"USB-to-CAN V2 compact  CAN-1","18,927","00:00:49.703","  E   "," C00000B","8","30 FF FF FA FF FF FF 30","0......0"
"USB-to-CAN V2 compact  CAN-1","18,928","00:00:49.705","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,929","00:00:49.705","  E   "," 8FE6E0B","8","3A 12 56 12 36 12 4E 12",":.V.6.N."
"USB-to-CAN V2 compact  CAN-1","18,930","00:00:49.706","  E   ","18FEBF0B","8","48 12 7D 7D 7C 7D FF FF","H.}}|}.."
"USB-to-CAN V2 compact  CAN-1","18,931","00:00:49.707","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,932","00:00:49.709","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,933","00:00:49.711","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,934","00:00:49.715","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,935","00:00:49.719","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,936","00:00:49.725","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,937","00:00:49.725","  E   "," 8FE6E0B","8","34 12 54 12 2E 12 32 12","4.T...2."
"USB-to-CAN V2 compact  CAN-1","18,938","00:00:49.736","  E   "," CF00400","8","FF 7E 7D 50 39 FF FF FF",".~}P9..."
"USB-to-CAN V2 compact  CAN-1","18,939","00:00:49.736","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,940","00:00:49.737","  E   "," CF00300","8","FC 03 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,941","00:00:49.737","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,942","00:00:49.738","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","18,943","00:00:49.739","  E   "," CFEC1EE","8","A0 84 4B 00 70 11 08 00","..K.p..."
"USB-to-CAN V2 compact  CAN-1","18,944","00:00:49.739","  E   ","18F31100","8","D5 01 00 0A 01 FF 22 7A","......""z"
"USB-to-CAN V2 compact  CAN-1","18,945","00:00:49.740","  E   ","18FC04F4","8","84 01 05 3A 27 27 D5 96","...:''.."
"USB-to-CAN V2 compact  CAN-1","18,946","00:00:49.740","  E   ","18FCDC00","8","FD FF FF FD FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,947","00:00:49.741","  E   ","18FDCC27","8","FF F0 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,948","00:00:49.741","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,949","00:00:49.742","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","18,950","00:00:49.743","  E   ","18FEAE30","8","FF FF 70 6F FF FF FF FF","..po...."
"USB-to-CAN V2 compact  CAN-1","18,951","00:00:49.743","  E   ","18FEDF00","8","80 FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,952","00:00:49.744","  E   ","18FEDFEF","8","80 FF FF FF 7D FF FF FF","....}..."
"USB-to-CAN V2 compact  CAN-1","18,953","00:00:49.744","  E   ","18FEF100","8","F3 57 12 0F FF FF FF FF",".W......"
"USB-to-CAN V2 compact  CAN-1","18,954","00:00:49.745","  E   "," 8FE6E0B","8","36 12 60 12 4C 12 2E 12","6.`.L..."
"USB-to-CAN V2 compact  CAN-1","18,955","00:00:49.745","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,956","00:00:49.746","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,957","00:00:49.747","  E   ","18FF20EF","8","FE 7D A8 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,958","00:00:49.755","  E   ","18FEBF0B","8","47 12 7D 7D 7C 7C FF FF","G.}}||.."
"USB-to-CAN V2 compact  CAN-1","18,959","00:00:49.755","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,960","00:00:49.765","  E   "," 8FE6E0B","8","24 12 46 12 42 12 3C 12","$.F.B.<."
"USB-to-CAN V2 compact  CAN-1","18,961","00:00:49.765","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,962","00:00:49.774","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,963","00:00:49.783","  E   ","18FECA0B","8","C0 FF 00 00 00 00 FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,964","00:00:49.784","  E   "," CF00300","8","FC 01 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,965","00:00:49.784","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,966","00:00:49.785","  E   "," 8FE6E0B","8","3C 12 28 12 1C 12 34 12","<.(...4."
"USB-to-CAN V2 compact  CAN-1","18,967","00:00:49.786","  E   ","18FF20EF","8","FE 7D 9C 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,968","00:00:49.795","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,969","00:00:49.796","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,970","00:00:49.796","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,971","00:00:49.797","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 53","..}....S"
"USB-to-CAN V2 compact  CAN-1","18,972","00:00:49.803","  E   "," C00000B","8","30 FF FF FA FF FF FF 41","0......A"
"USB-to-CAN V2 compact  CAN-1","18,973","00:00:49.805","  E   "," 8FE6E0B","8","32 12 46 12 2C 12 2C 12","2.F.,.,."
"USB-to-CAN V2 compact  CAN-1","18,974","00:00:49.805","  E   ","18FEBF0B","8","3C 12 7D 7D 7C 7C FF FF","<.}}||.."
"USB-to-CAN V2 compact  CAN-1","18,975","00:00:49.806","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,976","00:00:49.807","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,977","00:00:49.809","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,978","00:00:49.811","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,979","00:00:49.814","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,980","00:00:49.819","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,981","00:00:49.825","  E   "," 8FE6E0B","8","56 12 08 12 34 12 1E 12","V...4..."
"USB-to-CAN V2 compact  CAN-1","18,982","00:00:49.825","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,983","00:00:49.836","  E   "," CF00400","8","FF 7D 7D 30 39 FF FF FF",".}}09..."
"USB-to-CAN V2 compact  CAN-1","18,984","00:00:49.836","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,985","00:00:49.837","  E   "," CF00300","8","FC 00 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,986","00:00:49.837","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","18,987","00:00:49.838","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","18,988","00:00:49.838","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,989","00:00:49.839","  E   ","18FEF100","8","F3 4C 12 0F FF FF FF FF",".L......"
"USB-to-CAN V2 compact  CAN-1","18,990","00:00:49.840","  E   ","18FF20EF","8","FE 7D 98 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","18,991","00:00:49.844","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,992","00:00:49.845","  E   "," 8FE6E0B","8","22 12 1C 12 20 12 22 12","""... .""."
"USB-to-CAN V2 compact  CAN-1","18,993","00:00:49.845","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","18,994","00:00:49.854","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,995","00:00:49.855","  E   ","18FEBF0B","8","26 12 7E 7C 7D 7D FF FF","&.~|}}.."
"USB-to-CAN V2 compact  CAN-1","18,996","00:00:49.864","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,997","00:00:49.865","  E   "," 8FE6E0B","8","56 12 FC 11 08 12 20 12","V..... ."
"USB-to-CAN V2 compact  CAN-1","18,998","00:00:49.875","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","18,999","00:00:49.885","  E   "," 8FE6E0B","8","F6 11 18 12 1A 12 1C 12","........"
"USB-to-CAN V2 compact  CAN-1","19,000","00:00:49.885","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,001","00:00:49.886","  E   "," CF00300","8","FC 00 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,002","00:00:49.886","  E   ","18FF20EF","8","FE 7D 98 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","19,003","00:00:49.895","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,004","00:00:49.895","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","19,005","00:00:49.896","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,006","00:00:49.897","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 74","..}....t"
"USB-to-CAN V2 compact  CAN-1","19,007","00:00:49.903","  E   "," C00000B","8","30 FF FF FA FF FF FF 52","0......R"
"USB-to-CAN V2 compact  CAN-1","19,008","00:00:49.905","  E   "," 8FE6E0B","8","12 12 FC 11 2A 12 12 12","....*..."
"USB-to-CAN V2 compact  CAN-1","19,009","00:00:49.905","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,010","00:00:49.906","  E   ","18FEBF0B","8","07 12 7D 7D 7F 7D FF FF","..}}}.."
"USB-to-CAN V2 compact  CAN-1","19,011","00:00:49.907","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","19,012","00:00:49.909","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,013","00:00:49.911","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,014","00:00:49.915","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,015","00:00:49.919","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,016","00:00:49.925","  E   "," 8FE6E0B","8","22 12 10 12 16 12 12 12","""......."
"USB-to-CAN V2 compact  CAN-1","19,017","00:00:49.925","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,018","00:00:49.935","  E   "," CF00400","8","FF 7D 7D 20 39 FF FF FF",".}} 9..."
"USB-to-CAN V2 compact  CAN-1","19,019","00:00:49.936","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,020","00:00:49.936","  E   "," CF00300","8","FC 00 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,021","00:00:49.937","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","19,022","00:00:49.937","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","19,023","00:00:49.938","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,024","00:00:49.939","  E   ","18FEF100","8","F3 47 12 0F FF FF FF FF",".G......"
"USB-to-CAN V2 compact  CAN-1","19,025","00:00:49.939","  E   ","18FF20EF","8","FE 7D 90 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","19,026","00:00:49.944","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","19,027","00:00:49.945","  E   "," 8FE6E0B","8","16 12 F0 11 F2 11 0C 12","........"
"USB-to-CAN V2 compact  CAN-1","19,028","00:00:49.946","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,029","00:00:49.955","  E   ","18FEBF0B","8","E7 11 7D 7D 7F 80 FF FF","..}}..."
"USB-to-CAN V2 compact  CAN-1","19,030","00:00:49.955","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,031","00:00:49.965","  E   "," 8FE6E0B","8","24 12 C8 11 08 12 0C 12","$......."
"USB-to-CAN V2 compact  CAN-1","19,032","00:00:49.965","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,033","00:00:49.975","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,034","00:00:49.984","  E   "," CF00300","8","FC 00 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,035","00:00:49.985","  E   "," 8FE6E0B","8","08 12 1C 12 26 12 00 12","....&..."
"USB-to-CAN V2 compact  CAN-1","19,036","00:00:49.985","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,037","00:00:49.986","  E   ","18FE5127","8","7C FF FF FF FF FF FF FF","|......."
"USB-to-CAN V2 compact  CAN-1","19,038","00:00:49.986","  E   ","18FEDF00","8","81 FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,039","00:00:49.987","  E   ","18FEDFEF","8","81 FF FF FF 7D FF FF FF","....}..."
"USB-to-CAN V2 compact  CAN-1","19,040","00:00:49.988","  E   ","18FF20EF","8","FE 7D 84 1C 7D EF FF 4B",".}..}..K"
"USB-to-CAN V2 compact  CAN-1","19,041","00:00:49.994","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,042","00:00:49.995","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","19,043","00:00:49.995","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,044","00:00:49.997","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 05","..}....."
"USB-to-CAN V2 compact  CAN-1","19,045","00:00:50.003","  E   "," C00000B","8","30 FF FF FA FF FF FF 63","0......c"
"USB-to-CAN V2 compact  CAN-1","19,046","00:00:50.004","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,047","00:00:50.005","  E   "," 8FE6E0B","8","04 12 E4 11 1E 12 00 12","........"
"USB-to-CAN V2 compact  CAN-1","19,048","00:00:50.005","  E   ","18FEBF0B","8","F4 11 7E 7C 7F 7D FF FF","..~|}.."
"USB-to-CAN V2 compact  CAN-1","19,049","00:00:50.007","  E   ","18F0010B","8","00 00 F3 FF FF 01 FF F3","........"
"USB-to-CAN V2 compact  CAN-1","19,050","00:00:50.009","  E   ","18FE4F0B","8","FF FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,051","00:00:50.011","  E   ","18FEAD0B","8","00 00 00 00 FE FE FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,052","00:00:50.015","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,053","00:00:50.019","  E   ","18FDC40B","8","E0 08 FF F3 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,054","00:00:50.025","  E   "," 8FE6E0B","8","D0 11 F2 11 F0 11 F6 11","........"
"USB-to-CAN V2 compact  CAN-1","19,055","00:00:50.025","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,056","00:00:50.035","  E   "," CF00400","8","FF 7D 7D F0 38 FF FF FF",".}}.8..."
"USB-to-CAN V2 compact  CAN-1","19,057","00:00:50.036","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,058","00:00:50.036","  E   "," CF00300","8","FC 00 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,059","00:00:50.037","  E   ","18F00117","8","FF FF FF FF FF FF FF F3","........"
"USB-to-CAN V2 compact  CAN-1","19,060","00:00:50.037","  E   ","18F00503","8","FF FF FF 7E FF FF FF FF","...~...."
"USB-to-CAN V2 compact  CAN-1","19,061","00:00:50.038","  E   ","18FE4A03","8","FF FD C2 F0 FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,062","00:00:50.039","  E   ","18FEF100","8","F3 38 12 0F FF FF FF FF",".8......"
"USB-to-CAN V2 compact  CAN-1","19,063","00:00:50.039","  E   ","18FF20EF","8","FE 7D 78 1C 7D EF FF 4B",".}x.}..K"
"USB-to-CAN V2 compact  CAN-1","19,064","00:00:50.044","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,065","00:00:50.044","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","19,066","00:00:50.045","  E   "," 8FE6E0B","8","10 12 06 12 F2 11 F6 11","........"
"USB-to-CAN V2 compact  CAN-1","19,067","00:00:50.055","  E   ","18FEBF0B","8","F7 11 7D 7D 7D 7D FF FF","..}}}}.."
"USB-to-CAN V2 compact  CAN-1","19,068","00:00:50.055","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,069","00:00:50.065","  E   "," 8FE6E0B","8","E8 11 D2 11 16 12 E6 11","........"
"USB-to-CAN V2 compact  CAN-1","19,070","00:00:50.065","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,071","00:00:50.074","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,072","00:00:50.084","  E   "," CF00300","8","FC 01 FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,073","00:00:50.085","  E   "," 8FE6E0B","8","FA 11 00 12 1C 12 F6 11","........"
"USB-to-CAN V2 compact  CAN-1","19,074","00:00:50.085","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,075","00:00:50.086","  E   ","18FF20EF","8","FE 7D 6C 1C 7D EF FF 4B",".}l.}..K"
"USB-to-CAN V2 compact  CAN-1","19,076","00:00:50.094","  E   ","18FED910","8","1F FF FF FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,077","00:00:50.094","  E   ","18F00010","8","FF 7D FF FF FF FF FF 4B",".}.....K"
"USB-to-CAN V2 compact  CAN-1","19,078","00:00:50.096","  E   "," CF00203","8","CD FF FE FF FF FF FF FF","........"
"USB-to-CAN V2 compact  CAN-1","19,079","00:00:50.097","  E   "," CEFEF0B","8","CC FA 7D FF FF FF FF 16","..}....."
